2026-02-20,Metro Power,hr@metropower.com,Electrical Engineer,Chicago,Power distribution
2026-02-20,Great Lakes Projects,talent@glprojects.com,Project Engineer,Lombard,Site coordination
2026-02-20,ABC Utilities,hr@abcutilities.com,Electrical Engineer,Chicago,From job post
2026-02-20,Midwest Controls,hr@midwestcontrols.com,Controls Engineer,Chicago,ATS listed email
2026-02-20,ComEd (Exelon),careers@exeloncorp.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,Sargent & Lundy,careers@sargentlundy.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,WSP USA,careers@wsp.com,Project Engineer,Chicago,Starter seed
2026-02-20,HDR,careers@hdrinc.com,Project Engineer,Chicago,Starter seed
2026-02-20,Jacobs,careers@jacobs.com,Site Engineer,Chicago,Starter seed
2026-02-20,Parsons,careers@parsons.com,Engineer,Chicago,Starter seed
2026-02-20,Burns & McDonnell,careers@burnsmcd.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,Kiewit,careers@kiewit.com,Supervisor Engineer,Chicago,Starter seed
2026-02-20,Skanska,careers@skanska.com,Engineer,Chicago,Starter seed
2026-02-20,Walsh Group,careers@walshgroup.com,Project Engineer,Chicago,Starter seed
2026-02-20,Aldridge Electric,careers@aldridgegroup.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,M.J. Electric,careers@mjelectric.com,Maintenance Engineer,Chicago,Starter seed
2026-02-20,Acme Rail Systems,hr@acmerail.com,Electrical Engineer,Chicago,MMIS/SCADA ops role
2026-02-20,South Shore Electric,hr@sselectric.com,Electrical Engineer,Chicago,SCADA / maintenance
2026-02-20,PowerGrid Corp,hr@powergrid.com,Electrical Engineer,Chicago,Panels / SCADA
2026-02-20,Metro Power,hr@metropower.com,Electrical Engineer,Chicago,Power distribution
2026-02-20,Great Lakes Projects,talent@glprojects.com,Project Engineer,Lombard,Site coordination
2026-02-20,ABC Utilities,hr@abcutilities.com,Electrical Engineer,Chicago,From job post
2026-02-20,Midwest Controls,hr@midwestcontrols.com,Controls Engineer,Chicago,ATS listed email
2026-02-20,ComEd (Exelon),careers@exeloncorp.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,Sargent & Lundy,careers@sargentlundy.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,WSP USA,careers@wsp.com,Project Engineer,Chicago,Starter seed
2026-02-20,HDR,careers@hdrinc.com,Project Engineer,Chicago,Starter seed
2026-02-20,Jacobs,careers@jacobs.com,Site Engineer,Chicago,Starter seed
2026-02-20,Parsons,careers@parsons.com,Engineer,Chicago,Starter seed
2026-02-20,Burns & McDonnell,careers@burnsmcd.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,Kiewit,careers@kiewit.com,Supervisor Engineer,Chicago,Starter seed
2026-02-20,Skanska,careers@skanska.com,Engineer,Chicago,Starter seed
2026-02-20,Walsh Group,careers@walshgroup.com,Project Engineer,Chicago,Starter seed
2026-02-20,Aldridge Electric,careers@aldridgegroup.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,M.J. Electric,careers@mjelectric.com,Maintenance Engineer,Chicago,Starter seed
2026-02-20,F.H. Paschen,careers@fhpaschen.com,Project Engineer,Chicago,Starter seed
2026-02-20,Acme Rail Systems,hr@acmerail.com,Electrical Engineer,Chicago,MMIS/SCADA ops role
2026-02-20,South Shore Electric,hr@sselectric.com,Electrical Engineer,Chicago,SCADA / maintenance
2026-02-20,PowerGrid Corp,hr@powergrid.com,Electrical Engineer,Chicago,Panels / SCADA
2026-02-20,Metra (Rail),careers@metrarr.com,Site Engineer,Chicago,Starter seed
2026-02-20,CTA (Transit Chicago),careers@transitchicago.com,Engineer,Chicago,Starter seed
2026-02-20,Pace Suburban Bus,careers@pacebus.com,Maintenance Engineer,Arlington Heights,Starter seed
2026-02-20,Motorola Solutions,careers@motorolasolutions.com,IT Engineer,Chicago,Starter seed
2026-02-20,UL Solutions,careers@ul.com,Engineer,Northbrook,Starter seed
2026-02-20,Grainger,careers@grainger.com,IT Engineer,Chicago,Starter seed
2026-02-20,Panduit,careers@panduit.com,Electrical Engineer,Tinley Park,Starter seed
2026-02-20,Navistar,careers@navistar.com,Software Engineer,Lisle,Starter seed
2026-02-20,Caterpillar,careers@cat.com,Software Engineer,Chicago,Starter seed
2026-02-20,AbbVie,careers@abbvie.com,IT Engineer,North Chicago,Starter seed
2026-02-20,Baxter,careers@baxter.com,Engineer,Deerfield,Starter seed
2026-02-20,GE HealthCare,careers@gehealthcare.com,Software Engineer,Chicago,Starter seed
2026-02-20,Northwestern Medicine,careers@nm.org,IT Engineer,Chicago,Starter seed
2026-02-20,Advocate Health,careers@aah.org,IT Engineer,Downers Grove,Starter seed
2026-02-20,Transdev,careers@transdev.com,Maintenance Engineer,Chicago,Starter seed
2026-02-20,Aon,careers@aon.com,IT Engineer,Chicago,Starter seed
2026-02-20,CDW,careers@cdw.com,IT Engineer,Lincolnshire,Starter seed
2026-02-20,TTX Company,careers@ttx.com,Engineer,Chicago,Starter seed
2026-02-20,Sterling Solutions,careers@sterlingsolutions.com,Site Engineer,Chicago,Starter seed
2026-02-20,Primoris,careers@primoriscorp.com,Electrical Engineer,Chicago,Starter seed
2026-02-20,Michael Baker Intl,careers@mbakerintl.com,Project Engineer,Chicago,Starter seed
2026-02-20,STV,careers@stvinc.com,Project Engineer,Chicago,Starter seed
2026-02-20,TranSystems,careers@transystems.com,Engineer,Chicago,Starter seed
2026-02-20,HNTB,careers@hntb.com,Project Engineer,Chicago,Starter seed
2026-02-20,Arcadis,careers@arcadis.com,Engineer,Chicago,Starter seed
2026-02-20,Gannett Fleming,careers@gfnet.com,Project Engineer,Chicago,Starter seed
2026-02-20,RS&H,careers@rsandh.com,Engineer,Chicago,Starter seed
2026-02-20,Example Remote Co,careers@example.com,Software Engineer,Remote,From LinkedIn
2026-02-20,RemoteTech UK,careers@remotetech.co.uk,Software Engineer,Remote - United Kingdom,From careers page
2026-02-20,Maple Systems,hr@maplesystems.ca,IT Engineer,Remote - Canada,From posting
2026-02-20,Swiss Systems,hr@swisssystems.ch,Systems Engineer,Remote - Switzerland,From posting
2026-02-20,Euro Rail,hr@eurorail.de,Project Engineer,Remote - Germany,From posting
2026-02-20,Blue Maple,hr@bluemaple.ca,IT Engineer,Remote - Canada,From LinkedIn
2026-02-21,AC Electric,careers@acelectric.com,Electrical Engineer,Chicago (Chicago area),Company site
2026-02-21,Example Controls,hr@examplecontrols.com,Controls Engineer,Chicago (Chicago area),LinkedIn
2026-02-22,Apex Systems,chicago@apex.com,Project Engineer,Chicago (IL),Referral
2026-02-22,BrightWorks,hr@brightworks.com,Project Engineer,Chicago (IL),Company site
2026-02-22,Helix Tech,hr@helix-ai.com,Software Engineer,Remote - United States,LinkedIn
2026-02-22,Midwest Power,careers@midwestpower.com,Electrical Engineer,Chicago (IL),Company site
2026-02-22,Northstar Systems,careers@northstarsystems.ca,Software Engineer,Remote - Canada,Board
2026-02-24,Acme Rail Systems,hr@acmerail.com,Electrical Engineer,Chicago (IL),MMIS/SCADA ops role
2026-02-24,South Shore Electric,hr@sselectric.com,Electrical Engineer,Chicago (IL),SCADA / maintenance
2026-02-24,PowerGrid Corp,hr@powergrid.com,Electrical Engineer,Chicago (IL),Panels / SCADA
2026-02-24,Metro Power,hr@metropower.com,Electrical Engineer,Chicago (IL),Power distribution
2026-02-24,Great Lakes Projects,talent@glprojects.com,Project Engineer,Chicago (IL),Site coordination
2026-02-24,ABC Utilities,hr@abcutilities.com,Electrical Engineer,Chicago (IL),From job post
2026-02-24,ComEd (Exelon),careers@exeloncorp.com,Electrical Engineer,Chicago (IL),Starter seed
2026-02-24,Sargent & Lundy,careers@sargentlundy.com,Electrical Engineer,Chicago (IL),Starter seed
2026-02-24,WSP USA,careers@wsp.com,Project Engineer,Chicago (IL),Starter seed
2026-02-24,HDR,careers@hdrinc.com,Project Engineer,Chicago (IL),Starter seed
2026-02-24,Jacobs,careers@jacobs.com,Site Engineer,Chicago (IL),Starter seed
2026-02-24,Burns & McDonnell,careers@burnsmcd.com,Electrical Engineer,Chicago (IL),Starter seed
2026-02-24,Walsh Group,careers@walshgroup.com,Project Engineer,Chicago (IL),Starter seed
2026-02-24,Aldridge Electric,careers@aldridgegroup.com,Electrical Engineer,Chicago (IL),Starter seed
2026-02-24,F.H. Paschen,careers@fhpaschen.com,Project Engineer,Chicago (IL),Starter seed
2026-02-24,Metra (Rail),careers@metrarr.com,Site Engineer,Chicago (IL),Starter seed
2026-02-24,Motorola Solutions,careers@motorolasolutions.com,IT Engineer,Chicago (IL),Starter seed
2026-02-24,Grainger,careers@grainger.com,IT Engineer,Chicago (IL),Starter seed
2026-02-24,Navistar,careers@navistar.com,Software Engineer,Remote - Canada,Starter seed
2026-02-24,Caterpillar,careers@cat.com,Software Engineer,Remote - Canada,Starter seed
2026-02-24,AbbVie,careers@abbvie.com,IT Engineer,Chicago (IL),Starter seed
2026-02-24,GE HealthCare,careers@gehealthcare.com,Software Engineer,Remote - Canada,Starter seed
2026-02-24,Northwestern Medicine,careers@nm.org,IT Engineer,Chicago (IL),Starter seed
2026-02-24,Advocate Health,careers@aah.org,IT Engineer,Chicago (IL),Starter seed
2026-02-24,Aon,careers@aon.com,IT Engineer,Chicago (IL),Starter seed
2026-02-24,CDW,careers@cdw.com,IT Engineer,Chicago (IL),Starter seed
2026-02-24,Sterling Solutions,careers@sterlingsolutions.com,Site Engineer,Chicago (IL),Starter seed
2026-02-24,Primoris,careers@primoriscorp.com,Electrical Engineer,Chicago (IL),Starter seed
2026-02-24,Michael Baker Intl,careers@mbakerintl.com,Project Engineer,Chicago (IL),Starter seed
2026-02-24,STV,careers@stvinc.com,Project Engineer,Chicago (IL),Starter seed
2026-02-24,HNTB,careers@hntb.com,Project Engineer,Chicago (IL),Starter seed
2026-02-24,Gannett Fleming,careers@gfnet.com,Project Engineer,Chicago (IL),Starter seed
2026-02-24,Example Remote Co,careers@example.com,Software Engineer,Remote - Canada,From LinkedIn
2026-02-24,RemoteTech UK,careers@remotetech.co.uk,Software Engineer,Remote - United Kingdom,From careers page
2026-02-24,Maple Systems,hr@maplesystems.ca,IT Engineer,Remote - Canada,From posting
2026-02-24,Euro Rail,hr@eurorail.de,Project Engineer,Remote - Germany,From posting
2026-02-24,Blue Maple,hr@bluemaple.ca,IT Engineer,Remote - Canada,From LinkedIn
2026-02-24,AC Electric,careers@acelectric.com,Electrical Engineer,Chicago (IL),Company site
2026-02-24,TestCo,hr@testco.com,Software Engineer,Remote - Canada,Test
2026-02-24,Helix AI,careers@helix-ai.com,Software Engineer,Chicago (IL),Force New Alert
